Unit,Family,PLID,Quarter,Month,Quantity,Date
CSA,UCSCPU,UCS-CPU-I6248R,Q4 FY2012,MAY FY2012,3127,2021-01-05
CSA,UCSCPU,UCS-CPU-I6252,Q4 FY2012,JUL FY2012,450,2021-01-07
CSA,UCSCPU,UCS-CPU-I6252,Q4 FY2012,JUN FY2012,236,2021-01-06
CSA,UCSCPU,UCS-CPU-I6252,Q4 FY2012,MAY FY2012,90,2021-01-05
CSA,UCSCPU,UCS-CPU-I6338N,Q4 FY2012,JUL FY2012,98,2021-01-07
CSA,UCSCPU,UCS-CPU-I6338N,Q4 FY2012,JUN FY2012,10,2021-01-06
CSA,UCSCPU,UCS-CPU-I6338N,Q4 FY2012,MAY FY2012,0,2021-01-05
CSA,UCSCPU,UCS-CPU-I6346,Q4 FY2012,JUL FY2012,684,2021-01-07
CSA,UCSCPU,UCS-CPU-I6346,Q4 FY2012,JUN FY2012,92,2021-01-06
CSA,UCSCPU,UCS-CPU-I6346,Q4 FY2012,MAY FY2012,38,2021-01-05
CSA,UCSCPU,UCS-CPU-I6348,Q4 FY2012,JUL FY2012,1602,2021-01-07
CSA,UCSCPU,UCS-CPU-I6348,Q4 FY2012,JUN FY2012,182,2021-01-06
CSA,UCSCPU,UCS-CPU-I6348,Q4 FY2012,MAY FY2012,55,2021-01-05
CSA,UCSCPU,UCS-CPU-I6354,Q4 FY2012,JUL FY2012,360,2021-01-07
CSA,UCSCPU,UCS-CPU-I6354,Q4 FY2012,JUN FY2012,116,2021-01-06
CSA,UCSCPU,UCS-CPU-I6354,Q4 FY2012,MAY FY2012,65,2021-01-05
CSA,UCSCPU,UCS-CPU-I8260,Q4 FY2012,JUL FY2012,326,2021-01-07
CSA,UCSCPU,UCS-CPU-I8260,Q4 FY2012,JUN FY2012,705,2021-01-06
CSA,UCSCPU,UCS-CPU-I8260,Q4 FY2012,MAY FY2012,189,2021-01-05
CSA,UCSCPU,UCS-CPU-I8268,Q4 FY2012,JUL FY2012,1266,2021-01-07
CSA,UCSCPU,UCS-CPU-I8268,Q4 FY2012,JUN FY2012,529,2021-01-06
CSA,UCSCPU,UCS-CPU-I8268,Q4 FY2012,MAY FY2012,686,2021-01-05
CSA,UCSCPU,UCS-CPU-I8276L,Q4 FY2012,JUL FY2012,70,2021-01-07
CSA,UCSCPU,UCS-CPU-I8276L,Q4 FY2012,JUN FY2012,16,2021-01-06
CSA,UCSCPU,UCS-CPU-I8276L,Q4 FY2012,MAY FY2012,74,2021-01-05
CSA,UCSCPU,UCS-CPU-I8280L,Q4 FY2012,JUL FY2012,86,2021-01-07
CSA,UCSCPU,UCS-CPU-I8280L,Q4 FY2012,JUN FY2012,18,2021-01-06
CSA,UCSCPU,UCS-CPU-I8280L,Q4 FY2012,MAY FY2012,22,2021-01-05
CSA,UCSCPU,UCS-CPU-I8352Y,Q4 FY2012,JUL FY2012,4,2021-01-07
CSA,UCSCPU,UCS-CPU-I8352Y,Q4 FY2012,JUN FY2012,8,2021-01-06
CSA,UCSCPU,UCS-CPU-I8358,Q4 FY2012,JUL FY2012,484,2021-01-07
CSA,UCSCPU,UCS-CPU-I8358,Q4 FY2012,JUN FY2012,100,2021-01-06
CSA,UCSCPU,UCS-CPU-I8358,Q4 FY2012,MAY FY2012,103,2021-01-05
CSA,UCSCPU,UCS-CPU-I8368,Q4 FY2012,JUL FY2012,32,2021-01-07
CSA,UCSCPU,UCS-CPU-I8368,Q4 FY2012,JUN FY2012,18,2021-01-06
CSA,UCSCPU,UCS-CPU-I8368,Q4 FY2012,MAY FY2012,46,2021-01-05
CSA,UCSCPU,UCS-CPU-I8380,Q4 FY2012,JUL FY2012,12,2021-01-07
CSA,UCSCPU,UCS-CPU-I8380,Q4 FY2012,JUN FY2012,20,2021-01-06
CSA,UCSCPU,UCS-CPU-I8380,Q4 FY2012,MAY FY2012,130,2021-01-05
CSA,UCSHDD,UCS-S3260-HDW18T,Q4 FY2012,JUL FY2012,910,2021-01-07
CSA,UCSHDD,UCS-S3260-HDW18T,Q4 FY2012,JUN FY2012,42,2021-01-06
CSA,UCSMEM,UCS-ML-128G4RT-H,Q4 FY2012,JUL FY2012,2988,2021-01-07
CSA,UCSMEM,UCS-ML-128G4RT-H,Q4 FY2012,JUN FY2012,1806,2021-01-06
CSA,UCSMEM,UCS-ML-128G4RT-H,Q4 FY2012,MAY FY2012,2388,2021-01-05
CSA,UCSMEM,UCS-ML-128G4RW,Q4 FY2012,JUL FY2012,2966,2021-01-07
CSA,UCSMEM,UCS-ML-128G4RW,Q4 FY2012,JUN FY2012,1138,2021-01-06
CSA,UCSMEM,UCS-ML-128G4RW,Q4 FY2012,MAY FY2012,128,2021-01-05
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q4 FY2012,JUL FY2012,13906,2021-01-07
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q4 FY2012,JUN FY2012,10004,2021-01-06
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q4 FY2012,MAY FY2012,7124,2021-01-05
CSA,UCSMEM,UCS-MR-X16G1RW,Q4 FY2012,JUL FY2012,2516,2021-01-07
CSA,UCSMEM,UCS-MR-X16G1RW,Q4 FY2012,JUN FY2012,1626,2021-01-06
CSA,UCSMEM,UCS-MR-X16G1RW,Q4 FY2012,MAY FY2012,4434,2021-01-05
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q4 FY2012,JUL FY2012,1920,2021-01-07
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q4 FY2012,JUN FY2012,936,2021-01-06
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q4 FY2012,MAY FY2012,1766,2021-01-05
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q4 FY2012,JUL FY2012,87256,2021-01-07
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q4 FY2012,JUN FY2012,35713,2021-01-06
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q4 FY2012,MAY FY2012,45136,2021-01-05
CSA,UCSMEM,UCS-MR-X32G2RW,Q4 FY2012,JUL FY2012,12018,2021-01-07
CSA,UCSMEM,UCS-MR-X32G2RW,Q4 FY2012,JUN FY2012,3428,2021-01-06
CSA,UCSMEM,UCS-MR-X32G2RW,Q4 FY2012,MAY FY2012,844,2021-01-05
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q4 FY2012,JUL FY2012,92246,2021-01-07
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q4 FY2012,JUN FY2012,51624,2021-01-06
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q4 FY2012,MAY FY2012,42365,2021-01-05
CSA,UCSMEM,UCS-MR-X64G2RW,Q4 FY2012,JUL FY2012,26406,2021-01-07
CSA,UCSMEM,UCS-MR-X64G2RW,Q4 FY2012,JUN FY2012,834,2021-01-06
CSA,UCSMEM,UCS-MR-X64G2RW,Q4 FY2012,MAY FY2012,2944,2021-01-05
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q4 FY2012,JUL FY2012,851,2021-01-07
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q4 FY2012,JUN FY2012,370,2021-01-06
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q4 FY2012,MAY FY2012,62,2021-01-05
CSA,UCSSSD,UCS-M2-240GB,Q4 FY2012,JUL FY2012,10549,2021-01-07
CSA,UCSSSD,UCS-M2-240GB,Q4 FY2012,JUN FY2012,4791,2021-01-06
CSA,UCSSSD,UCS-M2-240GB,Q4 FY2012,MAY FY2012,4321,2021-01-05
CSA,UCST,UCSC-GPU-T4-16,Q4 FY2012,JUL FY2012,535,2021-01-07
CSA,UCST,UCSC-GPU-T4-16,Q4 FY2012,JUN FY2012,436,2021-01-06
CSA,UCST,UCSC-GPU-T4-16,Q4 FY2012,MAY FY2012,553,2021-01-05
CSA,UCSX,UCSX-210C-M6,Q4 FY2012,JUL FY2012,892,2021-01-07
CSA,UCSX,UCSX-210C-M6,Q4 FY2012,JUN FY2012,60,2021-01-06
CSA,UCSX,UCSX-210C-M6,Q4 FY2012,MAY FY2012,9,2021-01-05
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q4 FY2012,JUL FY2012,656,2021-01-07
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q4 FY2012,JUN FY2012,316,2021-01-06
CVEBU,CTSMPS,CS-R55-UNI2-K9+,Q4 FY2012,MAY FY2012,201,2021-01-05
CVEBU,CTSPS,CS-DESK-K9,Q4 FY2012,JUL FY2012,628,2021-01-07
CVEBU,CTSPS,CS-DESKPRO-K9,Q4 FY2012,JUL FY2012,3168,2021-01-07
CVEBU,CTSPS,CS-DESKPRO-K9,Q4 FY2012,JUN FY2012,2535,2021-01-06
CVEBU,CTSPS,CS-DESKPRO-K9,Q4 FY2012,MAY FY2012,1077,2021-01-05
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2012,JUL FY2012,4089,2021-01-07
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2012,JUN FY2012,1937,2021-01-06
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2012,MAY FY2012,2253,2021-01-05
CVEBU,CTSQS,CS-CODEC-PRO+,Q4 FY2012,JUL FY2012,2029,2021-01-07
CVEBU,CTSQS,CS-CODEC-PRO+,Q4 FY2012,JUN FY2012,682,2021-01-06
CVEBU,CTSQS,CS-CODEC-PRO+,Q4 FY2012,MAY FY2012,746,2021-01-05
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2012,JUL FY2012,3761,2021-01-07
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2012,JUN FY2012,1801,2021-01-06
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2012,MAY FY2012,1754,2021-01-05
CVEBU,CTSQS,CS-KIT-MINI-K9,Q4 FY2012,JUL FY2012,3895,2021-01-07
CVEBU,CTSQS,CS-KIT-MINI-K9,Q4 FY2012,JUN FY2012,2338,2021-01-06
CVEBU,CTSQS,CS-KIT-MINI-K9,Q4 FY2012,MAY FY2012,2194,2021-01-05
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2012,JUL FY2012,4831,2021-01-07
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2012,JUN FY2012,1554,2021-01-06
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2012,MAY FY2012,1978,2021-01-05
CVEBU,CTSQS,CS-T10-TS+,Q4 FY2012,JUL FY2012,17560,2021-01-07
CVEBU,CTSQS,CS-T10-TS+,Q4 FY2012,JUN FY2012,7686,2021-01-06
CVEBU,CTSQS,CS-T10-TS+,Q4 FY2012,MAY FY2012,7669,2021-01-05
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2012,JUL FY2012,2527,2021-01-07
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2012,JUN FY2012,949,2021-01-06
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2012,MAY FY2012,1008,2021-01-05
EBBU,C9300AG,C9300-24S,Q4 FY2012,JUL FY2012,3033,2021-01-07
EBBU,C9300AG,C9300-24S,Q4 FY2012,JUN FY2012,1553,2021-01-06
EBBU,C9300AG,C9300-24S,Q4 FY2012,MAY FY2012,1165,2021-01-05
EBBU,C9300AG,C9300-48S,Q4 FY2012,JUL FY2012,971,2021-01-07
EBBU,C9300AG,C9300-48S,Q4 FY2012,JUN FY2012,628,2021-01-06
EBBU,C9300AG,C9300-48S,Q4 FY2012,MAY FY2012,514,2021-01-05
EBBU,C9300AG,C9300X-12Y,Q4 FY2012,JUL FY2012,468,2021-01-07
EBBU,C9300AG,C9300X-12Y,Q4 FY2012,JUN FY2012,175,2021-01-06
EBBU,C9300AG,C9300X-12Y,Q4 FY2012,MAY FY2012,83,2021-01-05
EBBU,C9300AG,C9300X-24Y,Q4 FY2012,JUL FY2012,419,2021-01-07
EBBU,C9300AG,C9300X-24Y,Q4 FY2012,JUN FY2012,109,2021-01-06
EBBU,C9300AG,C9300X-24Y,Q4 FY2012,MAY FY2012,50,2021-01-05
EBBU,C9500,C9K-F1-SSD-240G,Q4 FY2012,JUL FY2012,2056,2021-01-07
EBBU,C9500,C9K-F1-SSD-240G,Q4 FY2012,JUN FY2012,960,2021-01-06
EBBU,C9500,C9K-F1-SSD-240G,Q4 FY2012,MAY FY2012,681,2021-01-05
EBBU,C9500,C9500-24Y4C,Q4 FY2012,JUL FY2012,3604,2021-01-07
EBBU,C9500,C9500-24Y4C,Q4 FY2012,JUN FY2012,2301,2021-01-06
EBBU,C9500,C9500-24Y4C,Q4 FY2012,MAY FY2012,1486,2021-01-05
EBBU,C9500,C9500-40X,Q4 FY2012,JUL FY2012,1227,2021-01-07
EBBU,C9500,C9500-40X,Q4 FY2012,JUN FY2012,497,2021-01-06
EBBU,C9500,C9500-40X,Q4 FY2012,MAY FY2012,1682,2021-01-05
EBBU,C9500,C9500-48Y4C,Q4 FY2012,JUL FY2012,4919,2021-01-07
EBBU,C9500,C9500-48Y4C,Q4 FY2012,JUN FY2012,2672,2021-01-06
EBBU,C9500,C9500-48Y4C,Q4 FY2012,MAY FY2012,2316,2021-01-05
EBBU,C9600,C9600-SUP-1,Q4 FY2012,JUL FY2012,1581,2021-01-07
EBBU,C9600,C9600-SUP-1,Q4 FY2012,JUN FY2012,765,2021-01-06
EBBU,C9600,C9600-SUP-1,Q4 FY2012,MAY FY2012,571,2021-01-05
EBBU,C9600,C9606R,Q4 FY2012,JUL FY2012,935,2021-01-07
EBBU,C9600,C9606R,Q4 FY2012,JUN FY2012,458,2021-01-06
EBBU,C9600,C9606R,Q4 FY2012,MAY FY2012,351,2021-01-05
ECBU,MDS9000,DS-C9148T-K9,Q4 FY2012,JUL FY2012,866,2021-01-07
ECBU,MDS9000,DS-C9148T-K9,Q4 FY2012,JUN FY2012,263,2021-01-06
ECBU,MDS9000,DS-C9148T-K9,Q4 FY2012,MAY FY2012,280,2021-01-05
ECBU,MDS9000,DS-C9396T-K9,Q4 FY2012,JUL FY2012,82,2021-01-07
ECBU,MDS9000,DS-C9396T-K9,Q4 FY2012,JUN FY2012,121,2021-01-06
ECBU,MDS9000,DS-C9396T-K9,Q4 FY2012,MAY FY2012,57,2021-01-05
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2012,JUL FY2012,75065,2021-01-07
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2012,JUN FY2012,13864,2021-01-06
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2012,MAY FY2012,28037,2021-01-05
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2012,JUL FY2012,1394,2021-01-07
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2012,JUN FY2012,66,2021-01-06
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2012,MAY FY2012,441,2021-01-05
ERBU,A9K9KFM,A9K-RSP5-SE,Q4 FY2012,JUL FY2012,294,2021-01-07
ERBU,A9K9KFM,A9K-RSP5-SE,Q4 FY2012,JUN FY2012,136,2021-01-06
ERBU,A9K9KFM,A9K-RSP5-SE,Q4 FY2012,MAY FY2012,217,2021-01-05
ERBU,A9K9KFM,A9K-RSP5-TR,Q4 FY2012,JUL FY2012,513,2021-01-07
ERBU,A9K9KFM,A9K-RSP5-TR,Q4 FY2012,JUN FY2012,302,2021-01-06
ERBU,A9K9KFM,A9K-RSP5-TR,Q4 FY2012,MAY FY2012,178,2021-01-05
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2012,JUL FY2012,109,2021-01-07
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2012,JUN FY2012,103,2021-01-06
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2012,MAY FY2012,4,2021-01-05
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2012,JUL FY2012,106,2021-01-07
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2012,JUN FY2012,26,2021-01-06
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2012,MAY FY2012,25,2021-01-05
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2012,JUL FY2012,56,2021-01-07
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2012,JUN FY2012,48,2021-01-06
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2012,MAY FY2012,36,2021-01-05
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2012,JUL FY2012,190,2021-01-07
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2012,JUN FY2012,194,2021-01-06
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2012,MAY FY2012,76,2021-01-05
ERBU,A9K9000,A99-32X100GE-X-SE,Q4 FY2012,JUL FY2012,8,2021-01-07
ERBU,A9K9000,A99-32X100GE-X-SE,Q4 FY2012,JUN FY2012,17,2021-01-06
ERBU,A9K9000,A99-32X100GE-X-SE,Q4 FY2012,MAY FY2012,25,2021-01-05
ERBU,A9K9000,A9K-9901,Q4 FY2012,JUL FY2012,331,2021-01-07
ERBU,A9K9000,A9K-9901,Q4 FY2012,JUN FY2012,155,2021-01-06
ERBU,A9K9000,A9K-9901,Q4 FY2012,MAY FY2012,119,2021-01-05
ERBU,A9K9000,A9K-9903,Q4 FY2012,JUL FY2012,132,2021-01-07
ERBU,A9K9000,A9K-9903,Q4 FY2012,JUN FY2012,17,2021-01-06
ERBU,A9K9000,A9K-9903,Q4 FY2012,MAY FY2012,32,2021-01-05
QKBU,N3000,N3K-C3432D-S,Q4 FY2012,JUL FY2012,72,2021-01-07
QKBU,N3000,N3K-C3432D-S,Q4 FY2012,JUN FY2012,3,2021-01-06
QKBU,N3000,N3K-C3432D-S,Q4 FY2012,MAY FY2012,35,2021-01-05
QKBU,N9300,N9K-C9336C-FX2,Q4 FY2012,JUL FY2012,4505,2021-01-07
QKBU,N9300,N9K-C9336C-FX2,Q4 FY2012,JUN FY2012,4183,2021-01-06
QKBU,N9300,N9K-C9336C-FX2,Q4 FY2012,MAY FY2012,2866,2021-01-05
QKBU,N9300,N9K-C9348GC-FXP,Q4 FY2012,JUL FY2012,6508,2021-01-07
QKBU,N9300,N9K-C9348GC-FXP,Q4 FY2012,JUN FY2012,2274,2021-01-06
QKBU,N9300,N9K-C9348GC-FXP,Q4 FY2012,MAY FY2012,2182,2021-01-05
QKBU,N9300,N9K-C9364C,Q4 FY2012,JUL FY2012,442,2021-01-07
QKBU,N9300,N9K-C9364C,Q4 FY2012,JUN FY2012,197,2021-01-06
QKBU,N9300,N9K-C9364C,Q4 FY2012,MAY FY2012,152,2021-01-05
QKBU,N9300,N9K-C9364C-GX,Q4 FY2012,JUL FY2012,548,2021-01-07
QKBU,N9300,N9K-C9364C-GX,Q4 FY2012,JUN FY2012,175,2021-01-06
QKBU,N9300,N9K-C9364C-GX,Q4 FY2012,MAY FY2012,171,2021-01-05
QKBU,N9300,N9K-C92348GC-X,Q4 FY2012,JUL FY2012,2332,2021-01-07
QKBU,N9300,N9K-C92348GC-X,Q4 FY2012,JUN FY2012,2548,2021-01-06
QKBU,N9300,N9K-C92348GC-X,Q4 FY2012,MAY FY2012,1964,2021-01-05
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2012,JUL FY2012,4456,2021-01-07
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2012,JUN FY2012,4121,2021-01-06
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2012,MAY FY2012,2133,2021-01-05
QKBU,N9300,N9K-C93108TC-FX3P,Q4 FY2012,JUL FY2012,626,2021-01-07
QKBU,N9300,N9K-C93108TC-FX3P,Q4 FY2012,JUN FY2012,273,2021-01-06
QKBU,N9300,N9K-C93108TC-FX3P,Q4 FY2012,MAY FY2012,96,2021-01-05
QKBU,N9300,N9K-C93180YC-FX3,Q4 FY2012,JUL FY2012,6829,2021-01-07
QKBU,N9300,N9K-C93180YC-FX3,Q4 FY2012,JUN FY2012,1811,2021-01-06
QKBU,N9300,N9K-C93180YC-FX3,Q4 FY2012,MAY FY2012,1769,2021-01-05
QKBU,N9300,N9K-C93240YC-FX2,Q4 FY2012,JUL FY2012,2433,2021-01-07
QKBU,N9300,N9K-C93240YC-FX2,Q4 FY2012,JUN FY2012,1268,2021-01-06
QKBU,N9300,N9K-C93240YC-FX2,Q4 FY2012,MAY FY2012,1529,2021-01-05
QKBU,N9300,N9K-C93360YC-FX2,Q4 FY2012,JUL FY2012,1113,2021-01-07
QKBU,N9300,N9K-C93360YC-FX2,Q4 FY2012,JUN FY2012,667,2021-01-06
QKBU,N9300,N9K-C93360YC-FX2,Q4 FY2012,MAY FY2012,371,2021-01-05
QKBU,N9300,N9K-C93600CD-GX,Q4 FY2012,JUL FY2012,907,2021-01-07
QKBU,N9300,N9K-C93600CD-GX,Q4 FY2012,JUN FY2012,267,2021-01-06
QKBU,N9300,N9K-C93600CD-GX,Q4 FY2012,MAY FY2012,112,2021-01-05
QKBU,N9500,N9K-C9508,Q4 FY2012,JUL FY2012,404,2021-01-07
QKBU,N9500,N9K-C9508,Q4 FY2012,JUN FY2012,217,2021-01-06
QKBU,N9500,N9K-C9508,Q4 FY2012,MAY FY2012,161,2021-01-05
QKBU,N9500,N9K-C9508-FM-E2,Q4 FY2012,JUL FY2012,1104,2021-01-07
QKBU,N9500,N9K-C9508-FM-E2,Q4 FY2012,JUN FY2012,890,2021-01-06
QKBU,N9500,N9K-C9508-FM-E2,Q4 FY2012,MAY FY2012,736,2021-01-05
QKBU,N9500,N9K-C9508-FM-G,Q4 FY2012,JUL FY2012,536,2021-01-07
QKBU,N9500,N9K-C9508-FM-G,Q4 FY2012,JUN FY2012,16,2021-01-06
QKBU,N9500,N9K-C9508-FM-G,Q4 FY2012,MAY FY2012,102,2021-01-05
QKBU,N9500,N9K-X9736C-FX,Q4 FY2012,JUL FY2012,1385,2021-01-07
QKBU,N9500,N9K-X9736C-FX,Q4 FY2012,JUN FY2012,1019,2021-01-06
QKBU,N9500,N9K-X9736C-FX,Q4 FY2012,MAY FY2012,756,2021-01-05
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2012,JUL FY2012,830,2021-01-07
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2012,JUN FY2012,470,2021-01-06
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2012,MAY FY2012,383,2021-01-05
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2012,JUL FY2012,1081,2021-01-07
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2012,JUN FY2012,69,2021-01-06
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2012,MAY FY2012,1853,2021-01-05
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2012,JUL FY2012,1676,2021-01-07
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2012,JUN FY2012,861,2021-01-06
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2012,MAY FY2012,520,2021-01-05
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q4 FY2012,JUL FY2012,279,2021-01-07
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q4 FY2012,JUN FY2012,205,2021-01-06
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q4 FY2012,MAY FY2012,140,2021-01-05
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q4 FY2012,JUL FY2012,5924,2021-01-07
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q4 FY2012,JUN FY2012,3134,2021-01-06
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q4 FY2012,MAY FY2012,4024,2021-01-05
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2012,JUL FY2012,541,2021-01-07
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2012,JUN FY2012,248,2021-01-06
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2012,MAY FY2012,418,2021-01-05
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2012,JUL FY2012,285,2021-01-07
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2012,JUN FY2012,378,2021-01-06
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2012,MAY FY2012,192,2021-01-05
OTBU,15454W,NCS2K-TNCS-2O-K9,Q4 FY2012,JUL FY2012,281,2021-01-07
OTBU,15454W,NCS2K-TNCS-2O-K9,Q4 FY2012,JUN FY2012,256,2021-01-06
OTBU,15454W,NCS2K-TNCS-2O-K9,Q4 FY2012,MAY FY2012,192,2021-01-05
OTBU,15454W,NCS2015-SA-DC,Q4 FY2012,JUL FY2012,188,2021-01-07
OTBU,15454W,NCS2015-SA-DC,Q4 FY2012,JUN FY2012,48,2021-01-06
OTBU,15454W,NCS2015-SA-DC,Q4 FY2012,MAY FY2012,173,2021-01-05
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2012,JUL FY2012,302,2021-01-07
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2012,JUN FY2012,1277,2021-01-06
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2012,MAY FY2012,165,2021-01-05
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2012,JUL FY2012,8,2021-01-07
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2012,JUN FY2012,230,2021-01-06
OTBU,NCS1000,NCS1K4-1.2TL-K9,Q4 FY2012,MAY FY2012,76,2021-01-05
OTBU,NCS1000,NCS1001-K9,Q4 FY2012,JUL FY2012,318,2021-01-07
OTBU,NCS1000,NCS1001-K9,Q4 FY2012,JUN FY2012,199,2021-01-06
OTBU,NCS1000,NCS1001-K9,Q4 FY2012,MAY FY2012,150,2021-01-05
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2012,JUL FY2012,0,2021-01-07
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2012,MAY FY2012,38,2021-01-05
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2012,JUL FY2012,763,2021-01-07
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2012,JUN FY2012,646,2021-01-06
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2012,MAY FY2012,529,2021-01-05
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2012,JUL FY2012,352,2021-01-07
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2012,JUN FY2012,416,2021-01-06
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2012,MAY FY2012,67,2021-01-05
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2012,JUL FY2012,1482,2021-01-07
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2012,JUN FY2012,987,2021-01-06
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2012,MAY FY2012,1860,2021-01-05
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2012,JUL FY2012,132,2021-01-07
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2012,JUN FY2012,1222,2021-01-06
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2012,MAY FY2012,470,2021-01-05
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2012,JUL FY2012,988,2021-01-07
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2012,JUN FY2012,934,2021-01-06
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2012,MAY FY2012,215,2021-01-05
BATBU,NCS540,N540-ACC-SYS,Q4 FY2012,JUL FY2012,3134,2021-01-07
BATBU,NCS540,N540-ACC-SYS,Q4 FY2012,JUN FY2012,804,2021-01-06
BATBU,NCS540,N540-ACC-SYS,Q4 FY2012,MAY FY2012,588,2021-01-05
BATBU,NCS540,N540-PWR400-D,Q4 FY2012,JUL FY2012,8149,2021-01-07
